week_start,sku,demand,shipped,unmet,on_hand,backlog,arrivals,on_order,inventory_position,rop,S,service_level_target,order_qty,order_placed
2012-12-31,AUTOMOTIVE,1287.0,1287.0,0.0,12468.917355371901,0.0,0.0,0.0,12468.917355371901,15198.333041300584,43766.0893197785,0.9,31297.171964406596,1
2013-01-07,AUTOMOTIVE,1514.0,1514.0,0.0,10954.917355371901,0.0,0.0,31297.171964406596,42252.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-01-14,AUTOMOTIVE,1511.0,1511.0,0.0,9443.917355371901,0.0,0.0,31297.171964406596,40741.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-01-21,AUTOMOTIVE,1517.0,1517.0,0.0,7926.917355371901,0.0,0.0,31297.171964406596,39224.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-01-28,AUTOMOTIVE,1807.0,1807.0,0.0,6119.917355371901,0.0,0.0,31297.171964406596,37417.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-02-04,AUTOMOTIVE,1940.0,1940.0,0.0,4179.917355371901,0.0,0.0,31297.171964406596,35477.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-02-11,AUTOMOTIVE,1794.0,1794.0,0.0,33683.0893197785,0.0,31297.171964406596,0.0,33683.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-02-18,AUTOMOTIVE,1668.0,1668.0,0.0,32015.089319778497,0.0,0.0,0.0,32015.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-02-25,AUTOMOTIVE,1673.0,1673.0,0.0,30342.089319778497,0.0,0.0,0.0,30342.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-03-04,AUTOMOTIVE,1520.0,1520.0,0.0,28822.089319778497,0.0,0.0,0.0,28822.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-03-11,AUTOMOTIVE,1596.0,1596.0,0.0,27226.089319778497,0.0,0.0,0.0,27226.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-03-18,AUTOMOTIVE,1768.0,1768.0,0.0,25458.089319778497,0.0,0.0,0.0,25458.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-03-25,AUTOMOTIVE,1817.0,1817.0,0.0,23641.089319778497,0.0,0.0,0.0,23641.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-04-01,AUTOMOTIVE,1765.0,1765.0,0.0,21876.089319778497,0.0,0.0,0.0,21876.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-04-08,AUTOMOTIVE,1686.0,1686.0,0.0,20190.089319778497,0.0,0.0,0.0,20190.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-04-15,AUTOMOTIVE,1811.0,1811.0,0.0,18379.089319778497,0.0,0.0,0.0,18379.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-04-22,AUTOMOTIVE,1761.0,1761.0,0.0,16618.089319778497,0.0,0.0,0.0,16618.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-04-29,AUTOMOTIVE,2046.0,2046.0,0.0,14572.089319778497,0.0,0.0,0.0,14572.089319778497,15198.333041300584,43766.0893197785,0.9,29194.0,1
2013-05-06,AUTOMOTIVE,1812.0,1812.0,0.0,12760.089319778497,0.0,0.0,29194.0,41954.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-05-13,AUTOMOTIVE,2079.0,2079.0,0.0,10681.089319778497,0.0,0.0,29194.0,39875.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-05-20,AUTOMOTIVE,2224.0,2224.0,0.0,8457.089319778497,0.0,0.0,29194.0,37651.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-05-27,AUTOMOTIVE,2110.0,2110.0,0.0,6347.089319778497,0.0,0.0,29194.0,35541.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-06-03,AUTOMOTIVE,1953.0,1953.0,0.0,4394.089319778497,0.0,0.0,29194.0,33588.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-06-10,AUTOMOTIVE,1792.0,1792.0,0.0,31796.089319778497,0.0,29194.0,0.0,31796.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-06-17,AUTOMOTIVE,1932.0,1932.0,0.0,29864.089319778497,0.0,0.0,0.0,29864.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-06-24,AUTOMOTIVE,1859.0,1859.0,0.0,28005.089319778497,0.0,0.0,0.0,28005.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-07-01,AUTOMOTIVE,1887.0,1887.0,0.0,26118.089319778497,0.0,0.0,0.0,26118.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-07-08,AUTOMOTIVE,1829.0,1829.0,0.0,24289.089319778497,0.0,0.0,0.0,24289.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-07-15,AUTOMOTIVE,1953.0,1953.0,0.0,22336.089319778497,0.0,0.0,0.0,22336.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-07-22,AUTOMOTIVE,2081.0,2081.0,0.0,20255.089319778497,0.0,0.0,0.0,20255.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-07-29,AUTOMOTIVE,2093.0,2093.0,0.0,18162.089319778497,0.0,0.0,0.0,18162.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-08-05,AUTOMOTIVE,1922.0,1922.0,0.0,16240.089319778497,0.0,0.0,0.0,16240.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-08-12,AUTOMOTIVE,1803.0,1803.0,0.0,14437.089319778497,0.0,0.0,0.0,14437.089319778497,15198.333041300584,43766.0893197785,0.9,29329.0,1
2013-08-19,AUTOMOTIVE,1756.0,1756.0,0.0,12681.089319778497,0.0,0.0,29329.0,42010.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-08-26,AUTOMOTIVE,1754.0,1754.0,0.0,10927.089319778497,0.0,0.0,29329.0,40256.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-09-02,AUTOMOTIVE,1724.0,1724.0,0.0,9203.089319778497,0.0,0.0,29329.0,38532.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-09-09,AUTOMOTIVE,1569.0,1569.0,0.0,7634.089319778497,0.0,0.0,29329.0,36963.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-09-16,AUTOMOTIVE,1543.0,1543.0,0.0,6091.089319778497,0.0,0.0,29329.0,35420.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-09-23,AUTOMOTIVE,1579.0,1579.0,0.0,33841.0893197785,0.0,29329.0,0.0,33841.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-09-30,AUTOMOTIVE,1618.0,1618.0,0.0,32223.089319778497,0.0,0.0,0.0,32223.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-10-07,AUTOMOTIVE,1520.0,1520.0,0.0,30703.089319778497,0.0,0.0,0.0,30703.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-10-14,AUTOMOTIVE,1557.0,1557.0,0.0,29146.089319778497,0.0,0.0,0.0,29146.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-10-21,AUTOMOTIVE,1563.0,1563.0,0.0,27583.089319778497,0.0,0.0,0.0,27583.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-10-28,AUTOMOTIVE,1666.0,1666.0,0.0,25917.089319778497,0.0,0.0,0.0,25917.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-11-04,AUTOMOTIVE,1665.0,1665.0,0.0,24252.089319778497,0.0,0.0,0.0,24252.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-11-11,AUTOMOTIVE,1652.0,1652.0,0.0,22600.089319778497,0.0,0.0,0.0,22600.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-11-18,AUTOMOTIVE,1608.0,1608.0,0.0,20992.089319778497,0.0,0.0,0.0,20992.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-11-25,AUTOMOTIVE,1767.0,1767.0,0.0,19225.089319778497,0.0,0.0,0.0,19225.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-12-02,AUTOMOTIVE,1900.0,1900.0,0.0,17325.089319778497,0.0,0.0,0.0,17325.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-12-09,AUTOMOTIVE,1776.0,1776.0,0.0,15549.089319778497,0.0,0.0,0.0,15549.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-12-16,AUTOMOTIVE,1744.0,1744.0,0.0,13805.089319778497,0.0,0.0,0.0,13805.089319778497,15198.333041300584,43766.0893197785,0.9,29961.0,1
2013-12-23,AUTOMOTIVE,1924.0,1924.0,0.0,11881.089319778497,0.0,0.0,29961.0,41842.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2013-12-30,AUTOMOTIVE,2059.0,2059.0,0.0,9822.089319778497,0.0,0.0,29961.0,39783.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-01-06,AUTOMOTIVE,2012.0,2012.0,0.0,7810.089319778497,0.0,0.0,29961.0,37771.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-01-13,AUTOMOTIVE,2005.0,2005.0,0.0,5805.089319778497,0.0,0.0,29961.0,35766.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-01-20,AUTOMOTIVE,1850.0,1850.0,0.0,3955.089319778497,0.0,0.0,29961.0,33916.0893197785,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-01-27,AUTOMOTIVE,2049.0,2049.0,0.0,31867.089319778497,0.0,29961.0,0.0,31867.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-02-03,AUTOMOTIVE,1949.0,1949.0,0.0,29918.089319778497,0.0,0.0,0.0,29918.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-02-10,AUTOMOTIVE,1727.0,1727.0,0.0,28191.089319778497,0.0,0.0,0.0,28191.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
2014-02-17,AUTOMOTIVE,1791.0,1791.0,0.0,26400.089319778497,0.0,0.0,0.0,26400.089319778497,15198.333041300584,43766.0893197785,0.9,0.0,0
