week_start,sku,demand,shipped,unmet,on_hand,backlog,arrivals,on_order,inventory_position,rop,S,service_level_target,order_qty,order_placed
2012-12-31,AUTOMOTIVE,1287.0,1287.0,0.0,5590.9586776859505,0.0,0.0,0.0,5590.9586776859505,7897.900590495968,36670.452838574114,0.9,31079.494160888164,1
2013-01-07,AUTOMOTIVE,1514.0,1514.0,0.0,4076.9586776859505,0.0,0.0,31079.494160888164,35156.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-01-14,AUTOMOTIVE,1511.0,1511.0,0.0,2565.9586776859505,0.0,0.0,31079.494160888164,33645.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-01-21,AUTOMOTIVE,1517.0,1517.0,0.0,32128.452838574114,0.0,31079.494160888164,0.0,32128.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-01-28,AUTOMOTIVE,1807.0,1807.0,0.0,30321.452838574114,0.0,0.0,0.0,30321.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-02-04,AUTOMOTIVE,1940.0,1940.0,0.0,28381.452838574114,0.0,0.0,0.0,28381.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-02-11,AUTOMOTIVE,1794.0,1794.0,0.0,26587.452838574114,0.0,0.0,0.0,26587.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-02-18,AUTOMOTIVE,1668.0,1668.0,0.0,24919.452838574114,0.0,0.0,0.0,24919.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-02-25,AUTOMOTIVE,1673.0,1673.0,0.0,23246.452838574114,0.0,0.0,0.0,23246.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-03-04,AUTOMOTIVE,1520.0,1520.0,0.0,21726.452838574114,0.0,0.0,0.0,21726.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-03-11,AUTOMOTIVE,1596.0,1596.0,0.0,20130.452838574114,0.0,0.0,0.0,20130.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-03-18,AUTOMOTIVE,1768.0,1768.0,0.0,18362.452838574114,0.0,0.0,0.0,18362.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-03-25,AUTOMOTIVE,1817.0,1817.0,0.0,16545.452838574114,0.0,0.0,0.0,16545.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-04-01,AUTOMOTIVE,1765.0,1765.0,0.0,14780.452838574114,0.0,0.0,0.0,14780.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-04-08,AUTOMOTIVE,1686.0,1686.0,0.0,13094.452838574114,0.0,0.0,0.0,13094.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-04-15,AUTOMOTIVE,1811.0,1811.0,0.0,11283.452838574114,0.0,0.0,0.0,11283.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-04-22,AUTOMOTIVE,1761.0,1761.0,0.0,9522.452838574114,0.0,0.0,0.0,9522.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-04-29,AUTOMOTIVE,2046.0,2046.0,0.0,7476.452838574114,0.0,0.0,0.0,7476.452838574114,7897.900590495968,36670.452838574114,0.9,29194.0,1
2013-05-06,AUTOMOTIVE,1812.0,1812.0,0.0,5664.452838574114,0.0,0.0,29194.0,34858.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-05-13,AUTOMOTIVE,2079.0,2079.0,0.0,3585.452838574114,0.0,0.0,29194.0,32779.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
2013-05-20,AUTOMOTIVE,2224.0,2224.0,0.0,30555.452838574114,0.0,29194.0,0.0,30555.452838574114,7897.900590495968,36670.452838574114,0.9,0.0,0
